id,user,thinking,ai
562,Τι ξέρεις για Ντα Βίντσι?,"Ιταλός καλλιτέχνης και εφευρέτης, Μόνα Λίζα.","Ο Λεονάρντο ντα Βίντσι ήταν Ιταλός καλλιτέχνης και εφευρέτης, διάσημος για τη Μόνα Λίζα."
563,Ποια ήταν η Μαρί Κιουρί?,"Φυσικός, ραδιενέργεια, δύο Νόμπελ.",Η Μαρί Κιουρί μελέτησε τη ραδιενέργεια και κέρδισε δύο Νόμπελ.
564,Εξήγησε σύντομα: Μαρί Κιουρί.,"Φυσικός, ραδιενέργεια, δύο Νόμπελ.",Η Μαρί Κιουρί μελέτησε τη ραδιενέργεια και κέρδισε δύο Νόμπελ.
565,Τι ξέρεις για Μαρί Κιουρί?,"Φυσικός, ραδιενέργεια, δύο Νόμπελ.",Η Μαρί Κιουρί μελέτησε τη ραδιενέργεια και κέρδισε δύο Νόμπελ.
566,Τι ήταν η Γαλλική Επανάσταση?,"Από το 1789, ελευθερία ισότητα αδελφότητα.","Η Γαλλική Επανάσταση από το 1789 ανέτρεψε τη μοναρχία υπό ελευθερία, ισότητα, αδελφότητα."
567,Εξήγησε σύντομα: Γαλλική Επανάσταση.,"Από το 1789, ελευθερία ισότητα αδελφότητα.","Η Γαλλική Επανάσταση από το 1789 ανέτρεψε τη μοναρχία υπό ελευθερία, ισότητα, αδελφότητα."
568,Τι ξέρεις για Γαλλική Επανάσταση?,"Από το 1789, ελευθερία ισότητα αδελφότητα.","Η Γαλλική Επανάσταση από το 1789 ανέτρεψε τη μοναρχία υπό ελευθερία, ισότητα, αδελφότητα."
569,Τι είναι τα ανθρώπινα δικαιώματα?,Καθολικά βασικά δικαιώματα.,"Τα ανθρώπινα δικαιώματα είναι βασικά δικαιώματα του καθενός, όπως ζωή, ελευθερία και ισότητα."
570,Εξήγησε σύντομα: ανθρώπινα δικαιώματα.,Καθολικά βασικά δικαιώματα.,"Τα ανθρώπινα δικαιώματα είναι βασικά δικαιώματα του καθενός, όπως ζωή, ελευθερία και ισότητα."
571,Τι ξέρεις για ανθρώπινα δικαιώματα?,Καθολικά βασικά δικαιώματα.,"Τα ανθρώπινα δικαιώματα είναι βασικά δικαιώματα του καθενός, όπως ζωή, ελευθερία και ισότητα."
572,Τι είναι ο πληθωρισμός?,"Οικονομία: το χρήμα χάνει αξία, οι τιμές ανεβαίνουν.",Πληθωρισμός σημαίνει ότι οι τιμές ανεβαίνουν και το χρήμα χάνει αξία.
573,Εξήγησε σύντομα: πληθωρισμός.,"Οικονομία: το χρήμα χάνει αξία, οι τιμές ανεβαίνουν.",Πληθωρισμός σημαίνει ότι οι τιμές ανεβαίνουν και το χρήμα χάνει αξία.
574,Τι ξέρεις για πληθωρισμός?,"Οικονομία: το χρήμα χάνει αξία, οι τιμές ανεβαίνουν.",Πληθωρισμός σημαίνει ότι οι τιμές ανεβαίνουν και το χρήμα χάνει αξία.
575,Τι ήταν η βιομηχανοποίηση?,Μηχανές και εργοστάσια από τον 18ο αιώνα.,Η βιομηχανοποίηση ήταν η μετάβαση σε μηχανές και εργοστάσια από τον 18ο αιώνα.
576,Εξήγησε σύντομα: βιομηχανοποίηση.,Μηχανές και εργοστάσια από τον 18ο αιώνα.,Η βιομηχανοποίηση ήταν η μετάβαση σε μηχανές και εργοστάσια από τον 18ο αιώνα.
577,Τι ξέρεις για βιομηχανοποίηση?,Μηχανές και εργοστάσια από τον 18ο αιώνα.,Η βιομηχανοποίηση ήταν η μετάβαση σε μηχανές και εργοστάσια από τον 18ο αιώνα.
578,Πότε εφευρέθηκε το ίντερνετ?,"ARPANET 1969, Web 1989.","Οι βάσεις είναι το ARPANET το 1969, το Web από το 1989."
579,Εξήγησε σύντομα: ίντερνετ.,"ARPANET 1969, Web 1989.","Οι βάσεις είναι το ARPANET το 1969, το Web από το 1989."
580,Τι ξέρεις για ίντερνετ?,"ARPANET 1969, Web 1989.","Οι βάσεις είναι το ARPANET το 1969, το Web από το 1989."
581,Πότε εφευρέθηκε το αυτοκίνητο?,Μπεντς 1886.,Το αυτοκίνητο εφηύρε ο Καρλ Μπεντς με το όχημα του 1886.
582,Εξήγησε σύντομα: αυτοκίνητο.,Μπεντς 1886.,Το αυτοκίνητο εφηύρε ο Καρλ Μπεντς με το όχημα του 1886.
583,Τι ξέρεις για αυτοκίνητο?,Μπεντς 1886.,Το αυτοκίνητο εφηύρε ο Καρλ Μπεντς με το όχημα του 1886.
584,Ποιος εφηύρε το αεροπλάνο?,"Αδέλφια Ράιτ, πτήση 1903.",Την πρώτη μηχανοκίνητη πτήση έκαναν οι αδελφοί Ράιτ το 1903.
585,Εξήγησε σύντομα: αεροπλάνο.,"Αδέλφια Ράιτ, πτήση 1903.",Την πρώτη μηχανοκίνητη πτήση έκαναν οι αδελφοί Ράιτ το 1903.
586,Τι ξέρεις για αεροπλάνο?,"Αδέλφια Ράιτ, πτήση 1903.",Την πρώτη μηχανοκίνητη πτήση έκαναν οι αδελφοί Ράιτ το 1903.
587,Από ποια ηλικία ψηφίζουν στη Γερμανία?,"Μπούντεσταγκ από 18, ευρωεκλογές από 16.",Για τη Μπούντεσταγκ από 18 ετών. Στις ευρωεκλογές στη Γερμανία από 16.
588,Εξήγησε σύντομα: ηλικία ψήφου.,"Μπούντεσταγκ από 18, ευρωεκλογές από 16.",Για τη Μπούντεσταγκ από 18 ετών. Στις ευρωεκλογές στη Γερμανία από 16.
589,Τι ξέρεις για ηλικία ψήφου?,"Μπούντεσταγκ από 18, ευρωεκλογές από 16.",Για τη Μπούντεσταγκ από 18 ετών. Στις ευρωεκλογές στη Γερμανία από 16.
590,"Πώς δουλεύουν οι εκλογές, απλά?","Ψηφοφόροι ψηφίζουν, καταμέτρηση, έδρες.","Οι ψηφοφόροι ψηφίζουν, οι ψήφοι μετριούνται και οι έδρες μοιράζονται κατά το αποτέλεσμα."
591,Εξήγησε σύντομα: εκλογές.,"Ψηφοφόροι ψηφίζουν, καταμέτρηση, έδρες.","Οι ψηφοφόροι ψηφίζουν, οι ψήφοι μετριούνται και οι έδρες μοιράζονται κατά το αποτέλεσμα."
592,Τι ξέρεις για εκλογές?,"Ψηφοφόροι ψηφίζουν, καταμέτρηση, έδρες.","Οι ψηφοφόροι ψηφίζουν, οι ψήφοι μετριούνται και οι έδρες μοιράζονται κατά το αποτέλεσμα."
593,Ποια διαφορά μεταξύ δικτατορίας και δημοκρατίας?,Μονοκρατορία κατά εξουσίας λαού.,Στη δικτατορία ένα άτομο ή ομάδα κυβερνά χωρίς ελεύθερες εκλογές· στη δημοκρατία η εξουσία έρχεται από το λαό.
594,Εξήγησε σύντομα: δικτατορία και δημοκρατία.,Μονοκρατορία κατά εξουσίας λαού.,Στη δικτατορία ένα άτομο ή ομάδα κυβερνά χωρίς ελεύθερες εκλογές· στη δημοκρατία η εξουσία έρχεται από το λαό.
595,Τι ξέρεις για δικτατορία και δημοκρατία?,Μονοκρατορία κατά εξουσίας λαού.,Στη δικτατορία ένα άτομο ή ομάδα κυβερνά χωρίς ελεύθερες εκλογές· στη δημοκρατία η εξουσία έρχεται από το λαό.
596,Τι σημαίνει βιωσιμότητα?,Πόροι για τις επόμενες γενιές.,Βιωσιμότητα σημαίνει να ζούμε ώστε και οι επόμενες γενιές να έχουν πόρους.
597,Εξήγησε σύντομα: βιωσιμότητα.,Πόροι για τις επόμενες γενιές.,Βιωσιμότητα σημαίνει να ζούμε ώστε και οι επόμενες γενιές να έχουν πόρους.
598,Τι ξέρεις για βιωσιμότητα?,Πόροι για τις επόμενες γενιές.,Βιωσιμότητα σημαίνει να ζούμε ώστε και οι επόμενες γενιές να έχουν πόρους.
599,Τι είναι ο εκφοβισμός και τι κάνουμε?,"Επαναλαμβανόμενος· βοήθεια, αποδείξεις.","Ο εκφοβισμός είναι επαναλαμβανόμενη παρενόχληση. Μίλα με έμπιστα άτομα, κράτα αποδείξεις, ζήτα βοήθεια."
600,Εξήγησε σύντομα: εκφοβισμός.,"Επαναλαμβανόμενος· βοήθεια, αποδείξεις.","Ο εκφοβισμός είναι επαναλαμβανόμενη παρενόχληση. Μίλα με έμπιστα άτομα, κράτα αποδείξεις, ζήτα βοήθεια."
601,Τι ξέρεις για εκφοβισμός?,"Επαναλαμβανόμενος· βοήθεια, αποδείξεις.","Ο εκφοβισμός είναι επαναλαμβανόμενη παρενόχληση. Μίλα με έμπιστα άτομα, κράτα αποδείξεις, ζήτα βοήθεια."
602,Τι σημαίνει ειρήνη?,Ζωή χωρίς πόλεμο και βία.,Ειρήνη σημαίνει να ζούμε μαζί χωρίς πόλεμο και βία.
603,Εξήγησε σύντομα: ειρήνη.,Ζωή χωρίς πόλεμο και βία.,Ειρήνη σημαίνει να ζούμε μαζί χωρίς πόλεμο και βία.
604,Τι ξέρεις για ειρήνη?,Ζωή χωρίς πόλεμο και βία.,Ειρήνη σημαίνει να ζούμε μαζί χωρίς πόλεμο και βία.
605,Τι σημαίνει ελευθερία?,Να ζεις ελεύθερα χωρίς να βλάπτεις άλλους.,Ελευθερία σημαίνει να ζεις ελεύθερα χωρίς να βλάπτεις άλλους.
606,Εξήγησε σύντομα: ελευθερία.,Να ζεις ελεύθερα χωρίς να βλάπτεις άλλους.,Ελευθερία σημαίνει να ζεις ελεύθερα χωρίς να βλάπτεις άλλους.
607,Τι ξέρεις για ελευθερία?,Να ζεις ελεύθερα χωρίς να βλάπτεις άλλους.,Ελευθερία σημαίνει να ζεις ελεύθερα χωρίς να βλάπτεις άλλους.
608,Τι σημαίνει δικαιοσύνη?,Δίκαιη και ίση μεταχείριση για όλους.,Δικαιοσύνη σημαίνει δίκαιη και ίση μεταχείριση για τον καθένα.
609,Εξήγησε σύντομα: δικαιοσύνη.,Δίκαιη και ίση μεταχείριση για όλους.,Δικαιοσύνη σημαίνει δίκαιη και ίση μεταχείριση για τον καθένα.
610,Τι ξέρεις για δικαιοσύνη?,Δίκαιη και ίση μεταχείριση για όλους.,Δικαιοσύνη σημαίνει δίκαιη και ίση μεταχείριση για τον καθένα.
611,Γιατί ο ουρανός είναι μπλε?,Σκέδαση Ράλεϊ σκορπά το μπλε.,Ο ουρανός είναι μπλε λόγω σκέδασης Ράλεϊ: το μπλε φως σκορπά περισσότερο από το κόκκινο.
612,Εξήγησε μπλε ουρανός σε μία πρόταση.,Σκέδαση Ράλεϊ σκορπά το μπλε.,Ο ουρανός είναι μπλε λόγω σκέδασης Ράλεϊ: το μπλε φως σκορπά περισσότερο από το κόκκινο.
613,Τι είναι μπλε ουρανός; (σύντομα),Σκέδαση Ράλεϊ σκορπά το μπλε.,Ο ουρανός είναι μπλε λόγω σκέδασης Ράλεϊ: το μπλε φως σκορπά περισσότερο από το κόκκινο.
614,Πώς σχηματίζεται η βροχή?,"Κύκλος: εξάτμιση, συμπύκνωση, κατακρήμνιση.","Η βροχή γεννιέται με εξάτμιση: το νερό ανεβαίνει, κρυώνει, κάνει σύννεφα και πέφτει ως σταγόνες."
615,Εξήγησε βροχή σε μία πρόταση.,"Κύκλος: εξάτμιση, συμπύκνωση, κατακρήμνιση.","Η βροχή γεννιέται με εξάτμιση: το νερό ανεβαίνει, κρυώνει, κάνει σύννεφα και πέφτει ως σταγόνες."
616,Τι είναι βροχή; (σύντομα),"Κύκλος: εξάτμιση, συμπύκνωση, κατακρήμνιση.","Η βροχή γεννιέται με εξάτμιση: το νερό ανεβαίνει, κρυώνει, κάνει σύννεφα και πέφτει ως σταγόνες."
617,Τι είναι η φωτοσύνθεση?,"Φυτά: φως, νερό, CO2 σε ζάχαρη και οξυγόνο.","Η φωτοσύνθεση φτιάχνει ζάχαρη και οξυγόνο από φως, νερό και CO2."
618,Εξήγησε φωτοσύνθεση σε μία πρόταση.,"Φυτά: φως, νερό, CO2 σε ζάχαρη και οξυγόνο.","Η φωτοσύνθεση φτιάχνει ζάχαρη και οξυγόνο από φως, νερό και CO2."
619,Τι είναι φωτοσύνθεση; (σύντομα),"Φυτά: φως, νερό, CO2 σε ζάχαρη και οξυγόνο.","Η φωτοσύνθεση φτιάχνει ζάχαρη και οξυγόνο από φως, νερό και CO2."
620,Ποια διαφορά μεταξύ καιρού και κλίματος?,"Καιρός σύντομα, κλίμα μέσος 30 ετών.",Ο καιρός είναι η σύντομη κατάσταση· το κλίμα ο μέσος περίπου 30 ετών.
621,Εξήγησε καιρός και κλίμα σε μία πρόταση.,"Καιρός σύντομα, κλίμα μέσος 30 ετών.",Ο καιρός είναι η σύντομη κατάσταση· το κλίμα ο μέσος περίπου 30 ετών.
622,Τι είναι καιρός και κλίμα; (σύντομα),"Καιρός σύντομα, κλίμα μέσος 30 ετών.",Ο καιρός είναι η σύντομη κατάσταση· το κλίμα ο μέσος περίπου 30 ετών.
623,"Πώς δουλεύει ένα ψυγείο, χοντρικά?","Ψυκτικό, θερμότητα μέσα προς έξω.","Ένα ψυγείο αντλεί θερμότητα από μέσα προς τα έξω με ψυκτικό: εξατμίζεται μέσα, παίρνει θερμότητα, τη δίνει έξω."
624,Εξήγησε ψυγείο σε μία πρόταση.,"Ψυκτικό, θερμότητα μέσα προς έξω.","Ένα ψυγείο αντλεί θερμότητα από μέσα προς τα έξω με ψυκτικό: εξατμίζεται μέσα, παίρνει θερμότητα, τη δίνει έξω."
625,Τι είναι ψυγείο; (σύντομα),"Ψυκτικό, θερμότητα μέσα προς έξω.","Ένα ψυγείο αντλεί θερμότητα από μέσα προς τα έξω με ψυκτικό: εξατμίζεται μέσα, παίρνει θερμότητα, τη δίνει έξω."
626,"Τι είναι ο ηλεκτρισμός, απλά?",Κατευθυνόμενη κίνηση ηλεκτρονίων.,"Ο ηλεκτρισμός είναι απλά η κατευθυνόμενη κίνηση φορτίων, συνήθως ηλεκτρονίων σε σύρμα."
627,Εξήγησε ηλεκτρισμός σε μία πρόταση.,Κατευθυνόμενη κίνηση ηλεκτρονίων.,"Ο ηλεκτρισμός είναι απλά η κατευθυνόμενη κίνηση φορτίων, συνήθως ηλεκτρονίων σε σύρμα."
628,Τι είναι ηλεκτρισμός; (σύντομα),Κατευθυνόμενη κίνηση ηλεκτρονίων.,"Ο ηλεκτρισμός είναι απλά η κατευθυνόμενη κίνηση φορτίων, συνήθως ηλεκτρονίων σε σύρμα."
629,"Τι είναι το νερό, χημικά;","H2O, υδρογόνο και οξυγόνο.","Το νερό είναι H2O, ένωση υδρογόνου και οξυγόνου."
630,Εξήγησε νερό χημεία σε μία πρόταση.,"H2O, υδρογόνο και οξυγόνο.","Το νερό είναι H2O, ένωση υδρογόνου και οξυγόνου."
631,Τι είναι νερό χημεία; (σύντομα),"H2O, υδρογόνο και οξυγόνο.","Το νερό είναι H2O, ένωση υδρογόνου και οξυγόνου."
632,Τι είναι ένας ιός?,"Πολύ μικρός, χρειάζεται κύτταρο-ξενιστή.",Ένας ιός είναι πολύ μικρός παράγοντας που δεν πολλαπλασιάζεται χωρίς κύτταρο-ξενιστή.
633,Εξήγησε ιός σε μία πρόταση.,"Πολύ μικρός, χρειάζεται κύτταρο-ξενιστή.",Ένας ιός είναι πολύ μικρός παράγοντας που δεν πολλαπλασιάζεται χωρίς κύτταρο-ξενιστή.
634,Τι είναι ιός; (σύντομα),"Πολύ μικρός, χρειάζεται κύτταρο-ξενιστή.",Ένας ιός είναι πολύ μικρός παράγοντας που δεν πολλαπλασιάζεται χωρίς κύτταρο-ξενιστή.
635,"Τι είναι η τεχνητή νοημοσύνη, απλά?",Προγράμματα που μαθαίνουν πρότυπα.,"Η τεχνητή νοημοσύνη είναι προγράμματα που μαθαίνουν από δεδομένα, αναγνωρίζουν πρότυπα και λύνουν εργασίες."
636,Εξήγησε ΤΝ σε μία πρόταση.,Προγράμματα που μαθαίνουν πρότυπα.,"Η τεχνητή νοημοσύνη είναι προγράμματα που μαθαίνουν από δεδομένα, αναγνωρίζουν πρότυπα και λύνουν εργασίες."
637,Τι είναι ΤΝ; (σύντομα),Προγράμματα που μαθαίνουν πρότυπα.,"Η τεχνητή νοημοσύνη είναι προγράμματα που μαθαίνουν από δεδομένα, αναγνωρίζουν πρότυπα και λύνουν εργασίες."
638,Τι είναι ένας περιηγητής?,"Πρόγραμμα για σελίδες, π.χ. Chrome, Firefox.","Ένας περιηγητής είναι το πρόγραμμα που ανοίγεις σελίδες, π.χ. Chrome, Firefox, Edge ή Safari."
639,Εξήγησε περιηγητής σε μία πρόταση.,"Πρόγραμμα για σελίδες, π.χ. Chrome, Firefox.","Ένας περιηγητής είναι το πρόγραμμα που ανοίγεις σελίδες, π.χ. Chrome, Firefox, Edge ή Safari."
640,Τι είναι περιηγητής; (σύντομα),"Πρόγραμμα για σελίδες, π.χ. Chrome, Firefox.","Ένας περιηγητής είναι το πρόγραμμα που ανοίγεις σελίδες, π.χ. Chrome, Firefox, Edge ή Safari."
641,Τι είναι μια εφαρμογή?,"Πρόγραμμα, συνήθως για τηλέφωνα.","Μια εφαρμογή είναι πρόγραμμα, συνήθως για τηλέφωνα, π.χ. μηνύματα, φωτογραφίες ή παιχνίδια."
642,Εξήγησε εφαρμογή σε μία πρόταση.,"Πρόγραμμα, συνήθως για τηλέφωνα.","Μια εφαρμογή είναι πρόγραμμα, συνήθως για τηλέφωνα, π.χ. μηνύματα, φωτογραφίες ή παιχνίδια."
643,Τι είναι εφαρμογή; (σύντομα),"Πρόγραμμα, συνήθως για τηλέφωνα.","Μια εφαρμογή είναι πρόγραμμα, συνήθως για τηλέφωνα, π.χ. μηνύματα, φωτογραφίες ή παιχνίδια."
644,Γιατί να πίνουμε νερό?,"Κυκλοφορία, συγκέντρωση, δέρμα, νεφρά.","Το νερό σταθεροποιεί κυκλοφορία και συγκέντρωση, βοηθά νεφρά και δέρμα, προλαμβάνει πονοκεφάλους."
645,Εξήγησε πόσιμο νερό σε μία πρόταση.,"Κυκλοφορία, συγκέντρωση, δέρμα, νεφρά.","Το νερό σταθεροποιεί κυκλοφορία και συγκέντρωση, βοηθά νεφρά και δέρμα, προλαμβάνει πονοκεφάλους."
646,Τι είναι πόσιμο νερό; (σύντομα),"Κυκλοφορία, συγκέντρωση, δέρμα, νεφρά.","Το νερό σταθεροποιεί κυκλοφορία και συγκέντρωση, βοηθά νεφρά και δέρμα, προλαμβάνει πονοκεφάλους."
647,Πόσο να βουρτσίζουμε τα δόντια?,"2 λεπτά, δύο φορές τη μέρα.","Περίπου 2 λεπτά, δύο φορές τη μέρα."
648,Εξήγησε βούρτσισμα δοντιών σε μία πρόταση.,"2 λεπτά, δύο φορές τη μέρα.","Περίπου 2 λεπτά, δύο φορές τη μέρα."
649,Τι είναι βούρτσισμα δοντιών; (σύντομα),"2 λεπτά, δύο φορές τη μέρα.","Περίπου 2 λεπτά, δύο φορές τη μέρα."
650,Τι είναι η βαρύτητα?,Έλξη μαζών· η Γη έλκει.,"Η βαρύτητα είναι η έλξη μαζών. Η Γη έλκει τα πάντα προς τα κάτω, γι' αυτό πέφτουν."
651,Εξήγησε βαρύτητα σε μία πρόταση.,Έλξη μαζών· η Γη έλκει.,"Η βαρύτητα είναι η έλξη μαζών. Η Γη έλκει τα πάντα προς τα κάτω, γι' αυτό πέφτουν."
652,Τι είναι βαρύτητα; (σύντομα),Έλξη μαζών· η Γη έλκει.,"Η βαρύτητα είναι η έλξη μαζών. Η Γη έλκει τα πάντα προς τα κάτω, γι' αυτό πέφτουν."
653,Τι είναι ο αέρας?,"Μίγμα αζώτου, οξυγόνου και άλλα.","Ο αέρας είναι μίγμα αερίων, κυρίως άζωτο και οξυγόνο."
654,Εξήγησε αέρας σε μία πρόταση.,"Μίγμα αζώτου, οξυγόνου και άλλα.","Ο αέρας είναι μίγμα αερίων, κυρίως άζωτο και οξυγόνο."
655,Τι είναι αέρας; (σύντομα),"Μίγμα αζώτου, οξυγόνου και άλλα.","Ο αέρας είναι μίγμα αερίων, κυρίως άζωτο και οξυγόνο."
656,Τι κάνει η καρδιά?,Αντλεί αίμα στο σώμα.,Η καρδιά αντλεί αίμα σε όλο το σώμα.
657,Εξήγησε καρδιά σε μία πρόταση.,Αντλεί αίμα στο σώμα.,Η καρδιά αντλεί αίμα σε όλο το σώμα.
658,Τι είναι καρδιά; (σύντομα),Αντλεί αίμα στο σώμα.,Η καρδιά αντλεί αίμα σε όλο το σώμα.
659,Τι κάνουν οι πνεύμονες?,"Παίρνουν οξυγόνο, δίνουν CO2.",Οι πνεύμονες παίρνουν οξυγόνο και δίνουν διοξείδιο του άνθρακα.
660,Εξήγησε πνεύμονες σε μία πρόταση.,"Παίρνουν οξυγόνο, δίνουν CO2.",Οι πνεύμονες παίρνουν οξυγόνο και δίνουν διοξείδιο του άνθρακα.
661,Τι είναι πνεύμονες; (σύντομα),"Παίρνουν οξυγόνο, δίνουν CO2.",Οι πνεύμονες παίρνουν οξυγόνο και δίνουν διοξείδιο του άνθρακα.
662,Γιατί ο ύπνος είναι σημαντικός?,"Ανάκαμψη, μνήμη, ανοσία.","Ο ύπνος βοηθά ανάκαμψη, μνήμη και ανοσία."
663,Εξήγησε ύπνος σε μία πρόταση.,"Ανάκαμψη, μνήμη, ανοσία.","Ο ύπνος βοηθά ανάκαμψη, μνήμη και ανοσία."
664,Τι είναι ύπνος; (σύντομα),"Ανάκαμψη, μνήμη, ανοσία.","Ο ύπνος βοηθά ανάκαμψη, μνήμη και ανοσία."
665,Τι είναι ο πυρετός?,Υψηλή θερμοκρασία ως άμυνα.,"Ο πυρετός είναι υψηλή θερμοκρασία σώματος, συχνά άμυνα κατά λοιμώξεων."
666,Εξήγησε πυρετός σε μία πρόταση.,Υψηλή θερμοκρασία ως άμυνα.,"Ο πυρετός είναι υψηλή θερμοκρασία σώματος, συχνά άμυνα κατά λοιμώξεων."
667,Τι είναι πυρετός; (σύντομα),Υψηλή θερμοκρασία ως άμυνα.,"Ο πυρετός είναι υψηλή θερμοκρασία σώματος, συχνά άμυνα κατά λοιμώξεων."
668,Τι είναι δυνατός κωδικός?,"Μακρύς, μοναδικός, σε διαχειριστή.","Δυνατός κωδικός είναι μακρύς, μοναδικός ανά υπηρεσία και κρατημένος σε διαχειριστή."
669,Εξήγησε δυνατός κωδικός σε μία πρόταση.,"Μακρύς, μοναδικός, σε διαχειριστή.","Δυνατός κωδικός είναι μακρύς, μοναδικός ανά υπηρεσία και κρατημένος σε διαχειριστή."
670,Τι είναι δυνατός κωδικός; (σύντομα),"Μακρύς, μοναδικός, σε διαχειριστή.","Δυνατός κωδικός είναι μακρύς, μοναδικός ανά υπηρεσία και κρατημένος σε διαχειριστή."
671,Τι είναι το Wi-Fi?,Ασύρματο τοπικό δίκτυο.,Το Wi-Fi είναι ασύρματο τοπικό δίκτυο για ίντερνετ χωρίς καλώδια.
672,Εξήγησε Wi-Fi σε μία πρόταση.,Ασύρματο τοπικό δίκτυο.,Το Wi-Fi είναι ασύρματο τοπικό δίκτυο για ίντερνετ χωρίς καλώδια.
673,Τι είναι Wi-Fi; (σύντομα),Ασύρματο τοπικό δίκτυο.,Το Wi-Fi είναι ασύρματο τοπικό δίκτυο για ίντερνετ χωρίς καλώδια.
674,Τι είναι το σύννεφο (cloud)?,Διακομιστές στο ίντερνετ για δεδομένα και υπηρεσίες.,Το σύννεφο είναι διακομιστές στο ίντερνετ όπου κρατάς δεδομένα και χρησιμοποιείς υπηρεσίες.
675,Εξήγησε σύννεφο σε μία πρόταση.,Διακομιστές στο ίντερνετ για δεδομένα και υπηρεσίες.,Το σύννεφο είναι διακομιστές στο ίντερνετ όπου κρατάς δεδομένα και χρησιμοποιείς υπηρεσίες.
676,Τι είναι σύννεφο; (σύντομα),Διακομιστές στο ίντερνετ για δεδομένα και υπηρεσίες.,Το σύννεφο είναι διακομιστές στο ίντερνετ όπου κρατάς δεδομένα και χρησιμοποιείς υπηρεσίες.
677,Πώς δουλεύει το GPS?,"Δορυφόροι, χρόνος σήματος, υπολογισμός.",Το GPS βρίσκει τη θέση από σήματα δορυφόρων και το χρόνο διαδρομής.
678,Εξήγησε GPS σε μία πρόταση.,"Δορυφόροι, χρόνος σήματος, υπολογισμός.",Το GPS βρίσκει τη θέση από σήματα δορυφόρων και το χρόνο διαδρομής.
679,Τι είναι GPS; (σύντομα),"Δορυφόροι, χρόνος σήματος, υπολογισμός.",Το GPS βρίσκει τη θέση από σήματα δορυφόρων και το χρόνο διαδρομής.
680,Γιατί υπάρχουν μέρα και νύχτα?,Περιστροφή της Γης.,"Μέρα και νύχτα υπάρχουν γιατί η Γη γυρίζει. Η ηλιόλουστη πλευρά έχει μέρα, η άλλη νύχτα."
681,Εξήγησε μέρα και νύχτα σε μία πρόταση.,Περιστροφή της Γης.,"Μέρα και νύχτα υπάρχουν γιατί η Γη γυρίζει. Η ηλιόλουστη πλευρά έχει μέρα, η άλλη νύχτα."
682,Τι είναι μέρα και νύχτα; (σύντομα),Περιστροφή της Γης.,"Μέρα και νύχτα υπάρχουν γιατί η Γη γυρίζει. Η ηλιόλουστη πλευρά έχει μέρα, η άλλη νύχτα."
683,Γιατί υπάρχουν εποχές?,Κλίση του άξονα της Γης.,Οι εποχές έρχονται από την κλίση του άξονα: κάθε ημισφαίριο γέρνει προς τον ήλιο με τη σειρά.
684,Εξήγησε εποχές σε μία πρόταση.,Κλίση του άξονα της Γης.,Οι εποχές έρχονται από την κλίση του άξονα: κάθε ημισφαίριο γέρνει προς τον ήλιο με τη σειρά.
685,Τι είναι εποχές; (σύντομα),Κλίση του άξονα της Γης.,Οι εποχές έρχονται από την κλίση του άξονα: κάθε ημισφαίριο γέρνει προς τον ήλιο με τη σειρά.
686,Γιατί λάμπει το φεγγάρι?,Αντανακλά τον ήλιο.,Το φεγγάρι λάμπει γιατί αντανακλά το φως του ήλιου.
687,Εξήγησε λαμπερό φεγγάρι σε μία πρόταση.,Αντανακλά τον ήλιο.,Το φεγγάρι λάμπει γιατί αντανακλά το φως του ήλιου.
688,Τι είναι λαμπερό φεγγάρι; (σύντομα),Αντανακλά τον ήλιο.,Το φεγγάρι λάμπει γιατί αντανακλά το φως του ήλιου.
689,Τι είναι ο ήλιος?,Άστρο από καυτό αέριο.,Ο ήλιος είναι άστρο από καυτό αέριο που δίνει φως και θερμότητα.
690,Εξήγησε ήλιος σε μία πρόταση.,Άστρο από καυτό αέριο.,Ο ήλιος είναι άστρο από καυτό αέριο που δίνει φως και θερμότητα.
691,Τι είναι ήλιος; (σύντομα),Άστρο από καυτό αέριο.,Ο ήλιος είναι άστρο από καυτό αέριο που δίνει φως και θερμότητα.
692,Πόσοι πλανήτες έχει το ηλιακό σύστημα?,8 πλανήτες.,"Το ηλιακό μας σύστημα έχει 8 πλανήτες: Ερμής, Αφροδίτη, Γη, Άρης, Δίας, Κρόνος, Ουρανός, Ποσειδώνας."
693,Εξήγησε πλανήτες σε μία πρόταση.,8 πλανήτες.,"Το ηλιακό μας σύστημα έχει 8 πλανήτες: Ερμής, Αφροδίτη, Γη, Άρης, Δίας, Κρόνος, Ουρανός, Ποσειδώνας."
694,Τι είναι πλανήτες; (σύντομα),8 πλανήτες.,"Το ηλιακό μας σύστημα έχει 8 πλανήτες: Ερμής, Αφροδίτη, Γη, Άρης, Δίας, Κρόνος, Ουρανός, Ποσειδώνας."
695,Τι είναι ένα άτομο?,Ελάχιστη μονάδα: πυρήνας συν ηλεκτρόνια.,"Ένα άτομο είναι η ελάχιστη μονάδα ύλης, από πυρήνα και ηλεκτρόνια."
696,Εξήγησε άτομο σε μία πρόταση.,Ελάχιστη μονάδα: πυρήνας συν ηλεκτρόνια.,"Ένα άτομο είναι η ελάχιστη μονάδα ύλης, από πυρήνα και ηλεκτρόνια."
