id,user,thinking,ai
735,"У меня 3 яблока, 1 съел. Сколько осталось?",Вычесть: 3-1=2.,Осталось 2 яблока.
736,"Ложусь в 22, встаю в 6. Сколько сплю?",Длительность: 22-6 = 8 часов.,Ты спишь 8 часов.
737,Раздели 100 евро на 4 человек.,Делить: 100/4=25.,Каждому по 25 евро.
738,Сколько минут в 2 часах?,Перевод: 2*60=120.,2 часа - 120 минут.
739,Сколько дней в году?,"Факт: 365, високосный 366.","В году 365 дней, в високосном 366."
740,Сколько секунд в минуте?,Факт: 60.,В минуте 60 секунд.
741,Сколько будет 17 плюс 13?,Сложить: 17+13=30.,17 плюс 13 будет 30.
742,Сколько будет 75 минус 22?,Вычесть: 75-22=53.,75 минус 22 будет 53.
743,Сколько будет 9 умножить на 5?,Умножить: 9*5=45.,9 умножить на 5 будет 45.
744,Сколько будет 64 разделить на 8?,Разделить: 64/8=8.,64 разделить на 8 будет 8.
745,Сколько будет 25 процентов от 400?,Процент: 400*25/100=100.,25 процентов от 400 будет 100.
746,Сколько будет 50 плюс 21?,Сложить: 50+21=71.,50 плюс 21 будет 71.
747,Сколько будет 65 минус 30?,Вычесть: 65-30=35.,65 минус 30 будет 35.
748,Сколько будет 9 умножить на 12?,Умножить: 9*12=108.,9 умножить на 12 будет 108.
749,Сколько будет 84 разделить на 12?,Разделить: 84/12=7.,84 разделить на 12 будет 7.
750,Сколько будет 20 процентов от 200?,Процент: 200*20/100=40.,20 процентов от 200 будет 40.
751,Сколько будет 36 плюс 26?,Сложить: 36+26=62.,36 плюс 26 будет 62.
752,Сколько будет 58 минус 6?,Вычесть: 58-6=52.,58 минус 6 будет 52.
753,Сколько будет 2 умножить на 6?,Умножить: 2*6=12.,2 умножить на 6 будет 12.
754,Сколько будет 70 разделить на 7?,Разделить: 70/7=10.,70 разделить на 7 будет 10.
755,Сколько будет 25 процентов от 100?,Процент: 100*25/100=25.,25 процентов от 100 будет 25.
756,Сколько будет 35 плюс 13?,Сложить: 35+13=48.,35 плюс 13 будет 48.
757,Сколько будет 99 минус 35?,Вычесть: 99-35=64.,99 минус 35 будет 64.
758,Сколько будет 10 умножить на 8?,Умножить: 10*8=80.,10 умножить на 8 будет 80.
759,Сколько будет 88 разделить на 11?,Разделить: 88/11=8.,88 разделить на 11 будет 8.
760,Сколько будет 15 процентов от 100?,Процент: 100*15/100=15.,15 процентов от 100 будет 15.
761,Сколько будет 25 плюс 5?,Сложить: 25+5=30.,25 плюс 5 будет 30.
762,Сколько будет 24 минус 13?,Вычесть: 24-13=11.,24 минус 13 будет 11.
763,Сколько будет 4 умножить на 5?,Умножить: 4*5=20.,4 умножить на 5 будет 20.
764,Сколько будет 6 разделить на 3?,Разделить: 6/3=2.,6 разделить на 3 будет 2.
765,Сколько будет 15 процентов от 400?,Процент: 400*15/100=60.,15 процентов от 400 будет 60.
766,Сколько будет 30 плюс 7?,Сложить: 30+7=37.,30 плюс 7 будет 37.
767,Сколько будет 53 минус 22?,Вычесть: 53-22=31.,53 минус 22 будет 31.
768,Сколько будет 6 умножить на 10?,Умножить: 6*10=60.,6 умножить на 10 будет 60.
769,Сколько будет 36 разделить на 12?,Разделить: 36/12=3.,36 разделить на 12 будет 3.
770,Сколько будет 40 плюс 17?,Сложить: 40+17=57.,40 плюс 17 будет 57.
771,Сколько будет 67 минус 7?,Вычесть: 67-7=60.,67 минус 7 будет 60.
772,Сколько будет 5 умножить на 4?,Умножить: 5*4=20.,5 умножить на 4 будет 20.
773,Сколько будет 60 разделить на 10?,Разделить: 60/10=6.,60 разделить на 10 будет 6.
774,Сколько будет 5 процентов от 200?,Процент: 200*5/100=10.,5 процентов от 200 будет 10.
775,Сколько будет 21 плюс 28?,Сложить: 21+28=49.,21 плюс 28 будет 49.
776,Сколько будет 59 минус 32?,Вычесть: 59-32=27.,59 минус 32 будет 27.
777,Сколько будет 10 умножить на 4?,Умножить: 10*4=40.,10 умножить на 4 будет 40.
778,Сколько будет 190 разделить на 10?,Разделить: 190/10=19.,190 разделить на 10 будет 19.
779,Сколько будет 15 процентов от 300?,Процент: 300*15/100=45.,15 процентов от 300 будет 45.
780,Сколько будет 48 плюс 30?,Сложить: 48+30=78.,48 плюс 30 будет 78.
781,Сколько будет 90 минус 50?,Вычесть: 90-50=40.,90 минус 50 будет 40.
782,Сколько будет 114 разделить на 6?,Разделить: 114/6=19.,114 разделить на 6 будет 19.
783,Сколько будет 50 процентов от 400?,Процент: 400*50/100=200.,50 процентов от 400 будет 200.
784,Сколько будет 27 плюс 10?,Сложить: 27+10=37.,27 плюс 10 будет 37.
785,Сколько будет 54 минус 35?,Вычесть: 54-35=19.,54 минус 35 будет 19.
786,Сколько будет 7 умножить на 5?,Умножить: 7*5=35.,7 умножить на 5 будет 35.
787,Сколько будет 33 разделить на 3?,Разделить: 33/3=11.,33 разделить на 3 будет 11.
788,Сколько будет 41 плюс 15?,Сложить: 41+15=56.,41 плюс 15 будет 56.
789,Сколько будет 22 минус 3?,Вычесть: 22-3=19.,22 минус 3 будет 19.
790,Сколько будет 2 умножить на 12?,Умножить: 2*12=24.,2 умножить на 12 будет 24.
791,Сколько будет 180 разделить на 9?,Разделить: 180/9=20.,180 разделить на 9 будет 20.
792,Сколько будет 5 процентов от 1000?,Процент: 1000*5/100=50.,5 процентов от 1000 будет 50.
793,Сколько будет 21 плюс 44?,Сложить: 21+44=65.,21 плюс 44 будет 65.
794,Сколько будет 90 минус 10?,Вычесть: 90-10=80.,90 минус 10 будет 80.
795,Сколько будет 5 умножить на 10?,Умножить: 5*10=50.,5 умножить на 10 будет 50.
796,Сколько будет 35 разделить на 7?,Разделить: 35/7=5.,35 разделить на 7 будет 5.
797,Сколько будет 15 процентов от 200?,Процент: 200*15/100=30.,15 процентов от 200 будет 30.
798,Сколько будет 52 плюс 42?,Сложить: 52+42=94.,52 плюс 42 будет 94.
799,Сколько будет 38 минус 7?,Вычесть: 38-7=31.,38 минус 7 будет 31.
800,Сколько будет 8 умножить на 3?,Умножить: 8*3=24.,8 умножить на 3 будет 24.
801,Сколько будет 136 разделить на 8?,Разделить: 136/8=17.,136 разделить на 8 будет 17.
802,Сколько будет 5 процентов от 400?,Процент: 400*5/100=20.,5 процентов от 400 будет 20.
803,Сколько будет 26 плюс 23?,Сложить: 26+23=49.,26 плюс 23 будет 49.
804,Сколько будет 41 минус 33?,Вычесть: 41-33=8.,41 минус 33 будет 8.
805,Сколько будет 6 умножить на 5?,Умножить: 6*5=30.,6 умножить на 5 будет 30.
806,Сколько будет 56 разделить на 4?,Разделить: 56/4=14.,56 разделить на 4 будет 14.
807,Сколько будет 10 процентов от 400?,Процент: 400*10/100=40.,10 процентов от 400 будет 40.
808,Сколько будет 51 плюс 12?,Сложить: 51+12=63.,51 плюс 12 будет 63.
809,Сколько будет 49 минус 44?,Вычесть: 49-44=5.,49 минус 44 будет 5.
810,Сколько будет 36 разделить на 3?,Разделить: 36/3=12.,36 разделить на 3 будет 12.
811,Сколько будет 32 плюс 39?,Сложить: 32+39=71.,32 плюс 39 будет 71.
812,Сколько будет 37 минус 21?,Вычесть: 37-21=16.,37 минус 21 будет 16.
813,Сколько будет 2 умножить на 8?,Умножить: 2*8=16.,2 умножить на 8 будет 16.
814,Сколько будет 39 разделить на 3?,Разделить: 39/3=13.,39 разделить на 3 будет 13.
815,Сколько будет 19 плюс 5?,Сложить: 19+5=24.,19 плюс 5 будет 24.
816,Сколько будет 53 минус 33?,Вычесть: 53-33=20.,53 минус 33 будет 20.
817,Сколько будет 11 умножить на 6?,Умножить: 11*6=66.,11 умножить на 6 будет 66.
818,Сколько будет 108 разделить на 9?,Разделить: 108/9=12.,108 разделить на 9 будет 12.
819,Сколько будет 3 плюс 4?,Сложить: 3+4=7.,3 плюс 4 будет 7.
820,Сколько будет 49 минус 22?,Вычесть: 49-22=27.,49 минус 22 будет 27.
821,Сколько будет 7 умножить на 11?,Умножить: 7*11=77.,7 умножить на 11 будет 77.
822,Сколько будет 60 разделить на 6?,Разделить: 60/6=10.,60 разделить на 6 будет 10.
823,Сколько будет 50 процентов от 200?,Процент: 200*50/100=100.,50 процентов от 200 будет 100.
824,Сколько будет 43 плюс 32?,Сложить: 43+32=75.,43 плюс 32 будет 75.
825,Сколько будет 54 минус 41?,Вычесть: 54-41=13.,54 минус 41 будет 13.
826,Сколько будет 7 умножить на 7?,Умножить: 7*7=49.,7 умножить на 7 будет 49.
827,Сколько будет 40 разделить на 2?,Разделить: 40/2=20.,40 разделить на 2 будет 20.
828,Сколько будет 51 плюс 6?,Сложить: 51+6=57.,51 плюс 6 будет 57.
829,Сколько будет 85 минус 8?,Вычесть: 85-8=77.,85 минус 8 будет 77.
830,Сколько будет 11 умножить на 10?,Умножить: 11*10=110.,11 умножить на 10 будет 110.
831,Сколько будет 120 разделить на 8?,Разделить: 120/8=15.,120 разделить на 8 будет 15.
832,Сколько будет 5 процентов от 300?,Процент: 300*5/100=15.,5 процентов от 300 будет 15.
833,Сколько будет 6 плюс 55?,Сложить: 6+55=61.,6 плюс 55 будет 61.
834,Сколько будет 64 минус 58?,Вычесть: 64-58=6.,64 минус 58 будет 6.
835,Сколько будет 9 умножить на 8?,Умножить: 9*8=72.,9 умножить на 8 будет 72.
836,Сколько будет 24 разделить на 8?,Разделить: 24/8=3.,24 разделить на 8 будет 3.
837,Сколько будет 10 процентов от 1000?,Процент: 1000*10/100=100.,10 процентов от 1000 будет 100.
838,Сколько будет 34 плюс 19?,Сложить: 34+19=53.,34 плюс 19 будет 53.
839,Сколько будет 44 минус 33?,Вычесть: 44-33=11.,44 минус 33 будет 11.
840,Сколько будет 7 умножить на 9?,Умножить: 7*9=63.,7 умножить на 9 будет 63.
841,Сколько будет 12 разделить на 2?,Разделить: 12/2=6.,12 разделить на 2 будет 6.
842,Сколько будет 25 процентов от 200?,Процент: 200*25/100=50.,25 процентов от 200 будет 50.
843,Сколько будет 19 плюс 16?,Сложить: 19+16=35.,19 плюс 16 будет 35.
844,Сколько будет 38 минус 16?,Вычесть: 38-16=22.,38 минус 16 будет 22.
845,Сколько будет 38 разделить на 2?,Разделить: 38/2=19.,38 разделить на 2 будет 19.
846,Фильм начинается в 20:15 и длится 90 минут. Когда кончится?,20:15 + 90 мин = 21:45.,Кончится в 21:45.
847,Сейчас 9:00. Через 3ч30 у меня встреча. Когда?,9:00 + 3:30 = 12:30.,Встреча в 12:30.
848,Пирог печётся 45 минут. Поставил в 16:20. Когда готов?,16:20 + 0:45 = 17:05.,Готов в 17:05.
849,Школа начинается в 8:00 и кончается в 13:15. Сколько длится?,13:15 - 8:00 = 5:15.,Длится 5 часов 15 минут.
850,"Если читаю 30 минут с 19:00, когда закончу?",19:00 + 0:30 = 19:30.,Закончишь в 19:30.
851,Как лучше учить слова?,"Короткие ежедневные занятия, карточки, активное использование.",Лучше короткими ежедневными занятиями с карточками и активным использованием в фразах плюс повторение.
852,учить слова - советы?,"Короткие ежедневные занятия, карточки, активное использование.",Лучше короткими ежедневными занятиями с карточками и активным использованием в фразах плюс повторение.
853,Быстрый гид: учить слова.,"Короткие ежедневные занятия, карточки, активное использование.",Лучше короткими ежедневными занятиями с карточками и активным использованием в фразах плюс повторение.
854,Как экономить каждый день?,"Бюджет, подписки, готовить, сравнивать.","Составь бюджет, проверь подписки, готовь чаще, сравнивай цены и откладывай сначала фиксированную сумму."
855,экономить - советы?,"Бюджет, подписки, готовить, сравнивать.","Составь бюджет, проверь подписки, готовь чаще, сравнивай цены и откладывай сначала фиксированную сумму."
856,Быстрый гид: экономить.,"Бюджет, подписки, готовить, сравнивать.","Составь бюджет, проверь подписки, готовь чаще, сравнивай цены и откладывай сначала фиксированную сумму."
857,"Что приготовить из пасты, помидоров и сыра?",Паста с томатным соусом и сыром.,"Сделай пасту с простым соусом: приправь, свари, полей пасту, посыпь сыром."
858,быстрая паста - советы?,Паста с томатным соусом и сыром.,"Сделай пасту с простым соусом: приправь, свари, полей пасту, посыпь сыром."
859,Быстрый гид: быстрая паста.,Паста с томатным соусом и сыром.,"Сделай пасту с простым соусом: приправь, свари, полей пасту, посыпь сыром."
860,"Завтра лечу, что взять?","Список: паспорт, билет, деньги, телефон, зарядка.","Возьми: паспорт, билет, деньги, телефон плюс зарядку, лекарства, гигиену и смену в ручную кладь."
861,багаж в полёт - советы?,"Список: паспорт, билет, деньги, телефон, зарядка.","Возьми: паспорт, билет, деньги, телефон плюс зарядку, лекарства, гигиену и смену в ручную кладь."
862,Быстрый гид: багаж в полёт.,"Список: паспорт, билет, деньги, телефон, зарядка.","Возьми: паспорт, билет, деньги, телефон плюс зарядку, лекарства, гигиену и смену в ручную кладь."
863,Как написать хорошие извинения?,"Назвать ошибку, ответственность, исправление.","Назови ошибку, возьми ответственность, покажи сожаление и предложи исправить, коротко и честно."
864,извинения - советы?,"Назвать ошибку, ответственность, исправление.","Назови ошибку, возьми ответственность, покажи сожаление и предложи исправить, коротко и честно."
865,Быстрый гид: извинения.,"Назвать ошибку, ответственность, исправление.","Назови ошибку, возьми ответственность, покажи сожаление и предложи исправить, коротко и честно."
866,Как спланировать 3 дня в городе?,"Дорога, отель, 2-3 места в день.","Определи дорогу и отель, выбери 2-3 места в день, оставь запасы и дневной бюджет."
867,поездка в город - советы?,"Дорога, отель, 2-3 места в день.","Определи дорогу и отель, выбери 2-3 места в день, оставь запасы и дневной бюджет."
868,Быстрый гид: поездка в город.,"Дорога, отель, 2-3 места в день.","Определи дорогу и отель, выбери 2-3 места в день, оставь запасы и дневной бюджет."
869,Брать ли зонт при 80 процентах дождя?,"80% много, да рекомендуется.","Да, возьми. При 80 процентах дождь очень вероятен."
870,зонт - советы?,"80% много, да рекомендуется.","Да, возьми. При 80 процентах дождь очень вероятен."
871,Быстрый гид: зонт.,"80% много, да рекомендуется.","Да, возьми. При 80 процентах дождь очень вероятен."
872,Что лучше для заметок: бумага или телефон?,"Бумага без отвлечений, телефон с поиском.","У обоих плюсы: бумага без отвлечений и хороша для памяти, телефон с поиском и всегда с тобой."
873,заметки бумага или телефон - советы?,"Бумага без отвлечений, телефон с поиском.","У обоих плюсы: бумага без отвлечений и хороша для памяти, телефон с поиском и всегда с тобой."
874,Быстрый гид: заметки бумага или телефон.,"Бумага без отвлечений, телефон с поиском.","У обоих плюсы: бумага без отвлечений и хороша для памяти, телефон с поиском и всегда с тобой."
875,Как быстро убрать комнату?,"Мусор, стирка, разложить, протереть.","Сначала собери мусор, потом стирку, разложи всё и протри в конце."
876,быстрая уборка - советы?,"Мусор, стирка, разложить, протереть.","Сначала собери мусор, потом стирку, разложи всё и протри в конце."
877,Быстрый гид: быстрая уборка.,"Мусор, стирка, разложить, протереть.","Сначала собери мусор, потом стирку, разложи всё и протри в конце."
878,Как собрать чемодан компактно?,"Скручивать, тяжёлое вниз, заполнить.","Скручивай одежду вместо складывания, тяжёлое вниз, заполни носками."
879,компактный чемодан - советы?,"Скручивать, тяжёлое вниз, заполнить.","Скручивай одежду вместо складывания, тяжёлое вниз, заполни носками."
880,Быстрый гид: компактный чемодан.,"Скручивать, тяжёлое вниз, заполнить.","Скручивай одежду вместо складывания, тяжёлое вниз, заполни носками."
881,Как варить рис?,"Пропорция 1:2, варить 10-12 мин.","Промой рис, вскипяти с двойной водой, вари около 10-12 минут."
882,варить рис - советы?,"Пропорция 1:2, варить 10-12 мин.","Промой рис, вскипяти с двойной водой, вари около 10-12 минут."
883,Быстрый гид: варить рис.,"Пропорция 1:2, варить 10-12 мин.","Промой рис, вскипяти с двойной водой, вари около 10-12 минут."
884,Как варить пасту?,"Солёная вода, варить 8-10 мин.","Посоли много воды, вскипяти, вари пасту 8-10 минут, слей."
885,варить пасту - советы?,"Солёная вода, варить 8-10 мин.","Посоли много воды, вскипяти, вари пасту 8-10 минут, слей."
886,Быстрый гид: варить пасту.,"Солёная вода, варить 8-10 мин.","Посоли много воды, вскипяти, вари пасту 8-10 минут, слей."
887,Как сделать блины?,"Мука, молоко, яйцо, подрумянить.","Смешай муку, молоко, яйцо и щепотку соли, жарь тонко до румяности."
888,блины - советы?,"Мука, молоко, яйцо, подрумянить.","Смешай муку, молоко, яйцо и щепотку соли, жарь тонко до румяности."
889,Быстрый гид: блины.,"Мука, молоко, яйцо, подрумянить.","Смешай муку, молоко, яйцо и щепотку соли, жарь тонко до румяности."
890,Как просыпаться утром?,"Свет, вода, движение.","Включи свет, выпей воды, подвигайся немного и проветрись."
891,просыпаться - советы?,"Свет, вода, движение.","Включи свет, выпей воды, подвигайся немного и проветрись."
892,Быстрый гид: просыпаться.,"Свет, вода, движение.","Включи свет, выпей воды, подвигайся немного и проветрись."
893,Как быстрее заснуть?,"Темно, прохладно, без телефона, режим.","Спи темно и прохладно, убери телефон, держи режим."
894,засыпать - советы?,"Темно, прохладно, без телефона, режим.","Спи темно и прохладно, убери телефон, держи режим."
895,Быстрый гид: засыпать.,"Темно, прохладно, без телефона, режим.","Спи темно и прохладно, убери телефон, держи режим."
896,Как готовиться к экзамену?,"Блоки, активный опрос, паузы.","Раздели на блоки, опрашивай себя активно, делай паузы, повтори на следующий день."
897,учиться к экзамену - советы?,"Блоки, активный опрос, паузы.","Раздели на блоки, опрашивай себя активно, делай паузы, повтори на следующий день."
898,Быстрый гид: учиться к экзамену.,"Блоки, активный опрос, паузы.","Раздели на блоки, опрашивай себя активно, делай паузы, повтори на следующий день."
899,Как написать заявку на работу?,"Письмо, резюме, дипломы.",Напиши короткое письмо плюс резюме таблицей и нужные дипломы.
900,заявка на работу - советы?,"Письмо, резюме, дипломы.",Напиши короткое письмо плюс резюме таблицей и нужные дипломы.
901,Быстрый гид: заявка на работу.,"Письмо, резюме, дипломы.",Напиши короткое письмо плюс резюме таблицей и нужные дипломы.
902,Как найти квартиру?,"Бюджет, сайты, документы, просмотры.","Определи бюджет, ищи на сайтах, подготовь документы, смотри с вопросами."
903,поиск квартиры - советы?,"Бюджет, сайты, документы, просмотры.","Определи бюджет, ищи на сайтах, подготовь документы, смотри с вопросами."
904,Быстрый гид: поиск квартиры.,"Бюджет, сайты, документы, просмотры.","Определи бюджет, ищи на сайтах, подготовь документы, смотри с вопросами."
905,Как правильно поливать цветы?,"Тест пальцем, без залива.","Тест пальцем: поливай только если сверху сухо, избегай залива."
906,поливать цветы - советы?,"Тест пальцем, без залива.","Тест пальцем: поливай только если сверху сухо, избегай залива."
907,Быстрый гид: поливать цветы.,"Тест пальцем, без залива.","Тест пальцем: поливай только если сверху сухо, избегай залива."
908,Как планировать день?,"3 приоритета, блоки, паузы.","Выбери 3 приоритета, планируй блоки с паузами, убери отвлечения."
909,планировать день - советы?,"3 приоритета, блоки, паузы.","Выбери 3 приоритета, планируй блоки с паузами, убери отвлечения."
910,Быстрый гид: планировать день.,"3 приоритета, блоки, паузы.","Выбери 3 приоритета, планируй блоки с паузами, убери отвлечения."
911,Как начать спорт?,"Понемногу, 2 раза в неделю, расти.","Начни 2 раза в неделю прогулки или лёгкое, расти медленно."
912,начать спорт - советы?,"Понемногу, 2 раза в неделю, расти.","Начни 2 раза в неделю прогулки или лёгкое, расти медленно."
913,Быстрый гид: начать спорт.,"Понемногу, 2 раза в неделю, расти.","Начни 2 раза в неделю прогулки или лёгкое, расти медленно."
914,Как пить достаточно воды?,"Бутылка готова, напоминания.","Держи бутылку готовой, пей стакан с каждым приёмом пищи, ставь напоминания."
915,пить достаточно - советы?,"Бутылка готова, напоминания.","Держи бутылку готовой, пей стакан с каждым приёмом пищи, ставь напоминания."
916,Быстрый гид: пить достаточно.,"Бутылка готова, напоминания.","Держи бутылку готовой, пей стакан с каждым приёмом пищи, ставь напоминания."
917,Что такое здоровый завтрак?,"Овсянка, фрукты, йогурт.","Например овсянка с фруктами и йогуртом, или цельнозерновой хлеб с яйцом."
918,здоровый завтрак - советы?,"Овсянка, фрукты, йогурт.","Например овсянка с фруктами и йогуртом, или цельнозерновой хлеб с яйцом."
919,Быстрый гид: здоровый завтрак.,"Овсянка, фрукты, йогурт.","Например овсянка с фруктами и йогуртом, или цельнозерновой хлеб с яйцом."
920,Что делать против стресса?,"Паузы, движение, сон, разговор.","Короткие паузы, движение, достаточно сна и разговор помогают."
921,стресс - советы?,"Паузы, движение, сон, разговор.","Короткие паузы, движение, достаточно сна и разговор помогают."
922,Быстрый гид: стресс.,"Паузы, движение, сон, разговор.","Короткие паузы, движение, достаточно сна и разговор помогают."
923,Как отменить встречу?,"Заранее, короткая причина, новая дата.","Отмени заранее, назови короткую причину, предложи новую дату."
924,отмена встречи - советы?,"Заранее, короткая причина, новая дата.","Отмени заранее, назови короткую причину, предложи новую дату."
925,Быстрый гид: отмена встречи.,"Заранее, короткая причина, новая дата.","Отмени заранее, назови короткую причину, предложи новую дату."
926,Как просить помощь?,"Конкретно: что, к когда, спасибо.","Проси конкретно: что, к когда, почему. Например: Поможешь сегодня нести? Спасибо!"
927,просить помощь - советы?,"Конкретно: что, к когда, спасибо.","Проси конкретно: что, к когда, почему. Например: Поможешь сегодня нести? Спасибо!"
928,Быстрый гид: просить помощь.,"Конкретно: что, к когда, спасибо.","Проси конкретно: что, к когда, почему. Например: Поможешь сегодня нести? Спасибо!"
929,Как научиться говорить нет?,"Коротко, дружелюбно, альтернатива.","Говори нет коротко и дружелюбно, предложи альтернативу если можешь."
930,говорить нет - советы?,"Коротко, дружелюбно, альтернатива.","Говори нет коротко и дружелюбно, предложи альтернативу если можешь."
931,Быстрый гид: говорить нет.,"Коротко, дружелюбно, альтернатива.","Говори нет коротко и дружелюбно, предложи альтернативу если можешь."
932,Как копить на отпуск?,"Цель, авто ежемесячно.","Поставь цель, копи каждый месяц автоматически, добавляй дополнительно."
933,копить на отпуск - советы?,"Цель, авто ежемесячно.","Поставь цель, копи каждый месяц автоматически, добавляй дополнительно."
934,Быстрый гид: копить на отпуск.,"Цель, авто ежемесячно.","Поставь цель, копи каждый месяц автоматически, добавляй дополнительно."
935,Как найти дешёвые рейсы?,"Гибкие даты, сравнивать, рано.","Будь гибким с датами, сравнивай сайты, бронируй рано."
936,дешёвые рейсы - советы?,"Гибкие даты, сравнивать, рано.","Будь гибким с датами, сравнивай сайты, бронируй рано."
937,Быстрый гид: дешёвые рейсы.,"Гибкие даты, сравнивать, рано.","Будь гибким с датами, сравнивай сайты, бронируй рано."
938,Как найти путь без интернета?,"Офлайн-карты, знаки, спрашивать.","Скачай офлайн-карты, иди по знакам, спрашивай людей."
939,путь без интернета - советы?,"Офлайн-карты, знаки, спрашивать.","Скачай офлайн-карты, иди по знакам, спрашивай людей."
940,Быстрый гид: путь без интернета.,"Офлайн-карты, знаки, спрашивать.","Скачай офлайн-карты, иди по знакам, спрашивай людей."
941,Чем собака отличается от кошки как питомец?,Собаки: прогулки и воспитание; кошки независимы.,"Собаки требуют прогулок и воспитания, кошки независимее. Выбирай по времени и месту."
942,собака или кошка - что посоветуешь?,Собаки: прогулки и воспитание; кошки независимы.,"Собаки требуют прогулок и воспитания, кошки независимее. Выбирай по времени и месту."
943,Поезд или авто на 300 км?,"Поезд отдых и зеленее, авто гибкое.","Поезд отдых и часто зеленее, авто гибкое с багажом. В пробках побеждает поезд."
944,поезд или авто 300 км - что посоветуешь?,"Поезд отдых и зеленее, авто гибкое.","Поезд отдых и часто зеленее, авто гибкое с багажом. В пробках побеждает поезд."
945,Яблоко или шоколад на перекус?,Яблоко: витамины и сытость.,"Возьми яблоко ради витаминов и сытости, шоколад как исключение."
946,яблоко или шоколад - что посоветуешь?,Яблоко: витамины и сытость.,"Возьми яблоко ради витаминов и сытости, шоколад как исключение."
947,Ноутбук или ПК для игр?,"ПК мощнее за цену, ноутбук мобильный.","ПК дают больше мощности за цену, ноутбуки мобильны. Для макс. выбери ПК."
948,ноутбук или ПК игры - что посоветуешь?,"ПК мощнее за цену, ноутбук мобильный.","ПК дают больше мощности за цену, ноутбуки мобильны. Для макс. выбери ПК."
949,Город или село для жизни?,Город: работа и близость; село: покой.,"Города дают работу и близость, село покой и место. Выбирай по работе и стилю."
950,город или село - что посоветуешь?,Город: работа и близость; село: покой.,"Города дают работу и близость, село покой и место. Выбирай по работе и стилю."
951,Что важнее: сон или учёба?,Сон закрепляет учёбу.,"Сон важнее, потому что закрепляет учёбу. Учись раньше, спи достаточно."
952,сон или учёба - что посоветуешь?,Сон закрепляет учёбу.,"Сон важнее, потому что закрепляет учёбу. Учись раньше, спи достаточно."
953,Новый телефон или оставить старый?,Оставь если хватает; купи при поломке или нужде.,Оставь если хватает. Покупай новый только при поломке или реальной нужде.
954,новый телефон - что посоветуешь?,Оставь если хватает; купи при поломке или нужде.,Оставь если хватает. Покупай новый только при поломке или реальной нужде.
955,Что такое фейковые новости?,"Выдуманы, как настоящие; проверь источник.","Фейковые новости выдуманы. Проверь источник, дату и другие медиа."
956,фейковые новости - что посоветуешь?,"Выдуманы, как настоящие; проверь источник.","Фейковые новости выдуманы. Проверь источник, дату и другие медиа."
957,Чем факт отличается от мнения?,"Факт проверяем, мнение личный взгляд.","Факт проверяем и можно проверить, мнение - личный взгляд."
958,факт или мнение - что посоветуешь?,"Факт проверяем, мнение личный взгляд.","Факт проверяем и можно проверить, мнение - личный взгляд."
959,Велик или автобус в школу? (5 км),"Хорошо велик, дождь автобус.","В хорошую погоду бери велик (около 20 мин, здорово), в дождь автобус."
960,велик или автобус школа 5 км - что посоветуешь?,"Хорошо велик, дождь автобус.","В хорошую погоду бери велик (около 20 мин, здорово), в дождь автобус."
961,Вода или сок от жажды?,"Вода лучше, без сахара.",Вода лучше утоляет жажду и без сахара. Сок только разбавленный.
962,вода или сок - что посоветуешь?,"Вода лучше, без сахара.",Вода лучше утоляет жажду и без сахара. Сок только разбавленный.
963,Кофе или вода утром?,"Сначала вода, кофе умеренно.","Выпей сначала воды, кофе потом умеренно."
964,кофе или вода утро - что посоветуешь?,"Сначала вода, кофе умеренно.","Выпей сначала воды, кофе потом умеренно."
965,Аренда или покупка? (общее),Гибко аренда; надолго проверь покупку.,"Арендуй если остаёшься гибким; если надолго и можешь платить, проверь покупку со всеми расходами."
966,аренда или покупка - что посоветуешь?,Гибко аренда; надолго проверь покупку.,"Арендуй если остаёшься гибким; если надолго и можешь платить, проверь покупку со всеми расходами."
967,Вставать рано или поздно?,По делам и сну.,Выбирай по делам и сну: достаточно сна и ровный ритм важны.
968,рано или поздно - что посоветуешь?,По делам и сну.,Выбирай по делам и сну: достаточно сна и ровный ритм важны.
969,Спорт каждый день?,Отдых важен; 3-4 раза в неделю хватит.,"Нет, планируй отдых. 3-4 раза в неделю обычно хватает, каждый день только лёгкое."
970,спорт каждый день - что посоветуешь?,Отдых важен; 3-4 раза в неделю хватит.,"Нет, планируй отдых. 3-4 раза в неделю обычно хватает, каждый день только лёгкое."
971,Работать с температурой?,"Нет, отдых и врач.",Нет. Отдыхай и иди к врачу при высокой или долгой температуре.
972,температура и работа - что посоветуешь?,"Нет, отдых и врач.",Нет. Отдыхай и иди к врачу при высокой или долгой температуре.
973,Как выбрать между двумя предложениями?,"Критерии, плюсы/минусы, срок.","Перечисли критерии, оцени, проверь расходы и чутьё, реши со сроком."
974,выбор между предложениями - что посоветуешь?,"Критерии, плюсы/минусы, срок.","Перечисли критерии, оцени, проверь расходы и чутьё, реши со сроком."
975,Как накопить 500 евро за 5 месяцев?,500/5=100 в месяц авто.,"Копи 100 евро в месяц автоматически, напр. поручением после зарплаты."
976,накопить 500 за 5 месяцев - что посоветуешь?,500/5=100 в месяц авто.,"Копи 100 евро в месяц автоматически, напр. поручением после зарплаты."
977,Чем нужда отличается от желания?,"Нужда жизненна, желание сверх.","Нужда жизненна, желание - стремление сверх."
978,нужда или желание - что посоветуешь?,"Нужда жизненна, желание сверх.","Нужда жизненна, желание - стремление сверх."
